School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL,Year
Beverly - Hannah Elementary,300033,MATH,120,55,12,6,108,50,81,37,17,8,218,,500.8,62.3,136,56,2018
Beverly - North Beverly Elementary,300040,ELA,147,69,37,17,110,52,52,25,13,6,212,,510.2,61.9,147,82,2018
Beverly - North Beverly Elementary,300040,MATH,122,58,15,7,107,50,68,32,22,10,212,,502.9,61.8,147,65,2018
Billerica - Eugene C Vining,310030,ELA,60,67,6,7,54,61,29,33,0,0,89,,506.3,47.9,59,69,2018
Billerica - Eugene C Vining,310030,MATH,56,64,12,14,44,50,29,33,3,3,88,,506.8,42.6,58,79,2018
Billerica - Frederick J Dutile,310007,ELA,91,66,14,10,77,56,44,32,3,2,138,,507.2,55,87,72,2018
Billerica - Frederick J Dutile,310007,MATH,85,62,20,14,65,47,49,36,4,3,138,,507.1,54.7,87,80,2018
Billerica - Hajjar Elementary,310026,ELA,113,50,13,6,100,44,101,45,12,5,226,,499.7,42.6,160,41,2018
Billerica - Hajjar Elementary,310026,MATH,98,43,22,10,76,33,113,50,17,7,228,,498.4,49.5,161,47,2018
Billerica - John F Kennedy,310012,ELA,98,64,19,13,79,52,52,34,2,1,152,,508.3,60.5,98,76,2018
Billerica - John F Kennedy,310012,MATH,85,56,16,11,69,45,65,43,2,1,152,,505.4,59.9,98,75,2018
Billerica - Locke Middle,310310,ELA,216,43,20,4,196,39,242,48,42,8,500,,497.4,43.7,493,33,2018
Billerica - Locke Middle,310310,MATH,273,54,30,6,243,49,207,41,21,4,501,,501.2,53.4,494,59,2018
Billerica - Marshall Middle School,310305,ELA,337,53,35,5,302,47,259,40,44,7,640,,500.9,54.8,623,45,2018
Billerica - Marshall Middle School,310305,MATH,311,49,28,4,283,44,281,44,48,8,640,,498.9,48.6,624,49,2018
Billerica - Parker,310015,ELA,107,45,10,4,97,41,114,48,18,8,239,,497.9,50.8,159,35,2018
Billerica - Parker,310015,MATH,111,46,15,6,96,40,107,44,23,10,241,,498.3,49.9,160,46,2018
Billerica - Thomas Ditson,310005,ELA,166,59,23,8,143,51,102,36,12,4,280,,504.3,47.7,187,61,2018
Billerica - Thomas Ditson,310005,MATH,136,49,16,6,120,43,123,44,21,8,280,,498.9,44.6,187,49,2018
Blackstone-Millville - A F Maloney,6220015,ELA,139,48,10,3,129,45,134,47,15,5,288,,500.4,39.8,185,43,2018
Blackstone-Millville - A F Maloney,6220015,MATH,135,47,12,4,123,43,123,43,29,10,287,,497.7,49.1,184,44,2018
Blackstone-Millville - Frederick W. Hartnett Middle School,6220405,ELA,184,44,16,4,168,40,189,45,47,11,420,,495.7,43.4,408,27,2018
Blackstone-Millville - Frederick W. Hartnett Middle School,6220405,MATH,172,41,6,1,166,40,217,52,28,7,417,,496.1,48.3,405,38,2018
Blackstone-Millville - Millville Elementary,6220010,ELA,37,33,4,4,33,29,65,58,10,9,112,,495.5,42,69,27,2018
Blackstone-Millville - Millville Elementary,6220010,MATH,31,28,2,2,29,26,72,65,8,7,111,,492.2,56.7,68,25,2018
Boston - Adams Elementary School,350302,ELA,33,32,0,0,33,32,50,49,19,19,102,,490.3,47,52,13,2018
Boston - Adams Elementary School,350302,MATH,21,20,1,1,20,19,58,56,24,23,103,,487,44.7,53,13,2018
Boston - Alighieri Dante Montessori School,350066,ELA,11,48,1,4,10,43,9,39,3,13,23,,496.6,,10,30,2018
Boston - Alighieri Dante Montessori School,350066,MATH,6,26,1,4,5,22,14,61,3,13,23,,490.1,,10,20,2018
Boston - Bates Elementary School,350278,ELA,53,44,9,7,44,36,53,44,15,12,121,,497.6,50.2,83,34,2018
Boston - Bates Elementary School,350278,MATH,40,33,7,6,33,27,55,45,26,21,121,,490.2,36.7,83,20,2018
Boston - Blackstone Elementary School,350390,ELA,52,22,1,0,51,21,132,55,55,23,239,,485.7,51,140,7,2018
Boston - Blackstone Elementary School,350390,MATH,38,16,0,0,38,16,125,52,79,33,242,,480.5,50.3,142,5,2018
Boston - Boston Latin Academy,350545,ELA,355,66,50,9,305,56,174,32,12,2,541,,506.9,42.7,496,71,2018
Boston - Boston Latin Academy,350545,MATH,382,70,18,3,364,67,154,28,7,1,543,,506.4,36.6,498,78,2018
Boston - Boston Latin School,350560,ELA,711,92,175,23,536,69,61,8,1,0,773,,518.9,52.7,667,98,2018
Boston - Boston Latin School,350560,MATH,716,91,139,18,577,74,67,9,0,0,783,,517.9,38.8,676,99,2018
Boston - Boston Teachers Union K-8 Pilot,350012,ELA,76,39,15,8,61,31,78,40,43,22,197,,496.2,47,148,29,2018
Boston - Boston Teachers Union K-8 Pilot,350012,MATH,81,41,12,6,69,35,77,39,39,20,197,,497.1,59.4,149,42,2018
Boston - Bradley Elementary School,350215,ELA,78,59,10,8,68,52,52,39,2,2,132,,505.3,52.5,91,65,2018
Boston - Bradley Elementary School,350215,MATH,74,56,12,9,62,47,56,42,2,2,132,,504.1,49.4,91,69,2018
Boston - Channing Elementary School,350360,ELA,17,26,0,0,17,26,40,61,9,14,66,,489.4,40.3,38,12,2018
Boston - Channing Elementary School,350360,MATH,14,21,0,0,14,21,36,54,17,25,67,,483.7,53.9,40,8,2018
Boston - Chittick Elementary School,350154,ELA,36,30,3,3,33,28,65,55,18,15,119,,491.2,43.1,72,15,2018
Boston - Chittick Elementary School,350154,MATH,23,19,1,1,22,18,67,56,29,24,119,,484.7,40.8,72,10,2018
Boston - Clap Elementary School,350298,ELA,16,26,5,8,11,18,39,63,7,11,62,,492.3,38.9,27,17,2018
Boston - Clap Elementary School,350298,MATH,13,21,2,3,11,18,36,58,13,21,62,,483.9,37.6,27,8,2018
Boston - Condon K-8 School,350146,ELA,154,27,15,3,139,24,262,46,156,27,572,,486.2,47.3,430,7,2018
Boston - Condon K-8 School,350146,MATH,140,24,10,2,130,23,278,48,156,27,574,,484.7,46,433,10,2018
Boston - Conley Elementary School,350122,ELA,34,37,7,8,27,29,45,48,14,15,93,,499.5,61.2,59,41,2018
Boston - Conley Elementary School,350122,MATH,26,27,3,3,23,24,45,47,24,25,95,,491.1,58.1,60,22,2018
Boston - Curley K-8 School,350020,ELA,145,27,25,5,120,22,212,39,186,34,543,,485.7,45.9,402,7,2018
Boston - Curley K-8 School,350020,MATH,120,22,23,4,97,18,235,43,190,35,545,,483.3,43.5,397,8,2018
Boston - Dearborn 6-12 STEM Academy,350074,ELA,15,10,0,0,15,10,74,49,61,41,150,,474.5,40,121,2,2018
Boston - Dearborn 6-12 STEM Academy,350074,MATH,23,16,0,0,23,16,78,53,47,32,148,,478.8,47.1,126,4,2018
Boston - Dever Elementary School,350268,ELA,44,31,5,3,39,27,83,58,16,11,143,,491.6,40.6,91,16,2018
Boston - Dever Elementary School,350268,MATH,45,31,6,4,39,27,86,60,13,9,144,,493.6,36.7,94,29,2018
Boston - Edison K-8 School,350375,ELA,89,24,7,2,82,22,168,45,113,31,370,,484.2,56.6,266,6,2018
Boston - Edison K-8 School,350375,MATH,109,30,14,4,95,26,163,44,95,26,367,,485.9,58.8,259,12,2018
Boston - Edwards Middle School,350430,ELA,37,15,2,1,35,14,119,47,96,38,252,,477.1,41.1,227,2,2018
Boston - Edwards Middle School,350430,MATH,37,15,1,0,36,14,132,53,82,33,251,,478.1,37,228,4,2018
Boston - Eliot K-8 Innovation School,350096,ELA,208,64,63,19,145,44,102,31,16,5,326,,508.4,50.1,222,76,2018
Boston - Eliot K-8 Innovation School,350096,MATH,207,63,62,19,145,44,105,32,14,4,326,,508.6,47.5,222,84,2018
Boston - Ellis Elementary School,350072,ELA,11,7,0,0,11,7,106,69,36,24,153,,479.4,29.3,83,3,2018
Boston - Ellis Elementary School,350072,MATH,18,12,1,1,17,11,79,52,56,37,153,,476.1,43.8,82,3,2018
Boston - Ellison-Parks Early Education School,350008,ELA,6,21,2,7,4,14,20,69,3,10,29,,491,,,14,2018
Boston - Ellison-Parks Early Education School,350008,MATH,4,14,0,0,4,14,20,69,5,17,29,,485.7,,,11,2018
Boston - Everett Elementary School,350088,ELA,51,44,5,4,46,39,59,50,7,6,117,,498.2,54,74,36,2018
Boston - Everett Elementary School,350088,MATH,43,37,5,4,38,33,61,53,12,10,116,,495.8,63.5,74,37,2018
Boston - Frederick Pilot Middle School,350383,ELA,46,11,3,1,43,10,155,37,223,53,424,,471.9,43.2,338,2,2018
Boston - Frederick Pilot Middle School,350383,MATH,61,14,3,1,58,14,201,48,161,38,423,,478.7,51.6,337,4,2018
Boston - Gardner Pilot Academy,350326,ELA,55,23,4,2,51,22,134,57,46,20,235,,487.3,49.8,190,9,2018
Boston - Gardner Pilot Academy,350326,MATH,60,26,8,3,52,22,121,51,54,23,235,,487.3,54.2,192,13,2018
Boston - Greenwood Sarah K-8 School,350308,ELA,31,16,1,1,30,15,108,55,59,30,198,,480.2,45,152,4,2018
Boston - Greenwood Sarah K-8 School,350308,MATH,14,7,0,0,14,7,87,44,99,50,200,,472.3,35.1,153,2,2018
Boston - Grew Elementary School,350135,ELA,40,38,2,2,38,36,60,57,6,6,106,,495.8,47,57,28,2018
Boston - Grew Elementary School,350135,MATH,32,30,1,1,31,29,59,56,15,14,106,,489.6,35.9,57,18,2018
Boston - Guild Elementary School,350062,ELA,39,28,2,1,37,26,77,55,24,17,140,,489.1,50.6,86,11,2018
Boston - Guild Elementary School,350062,MATH,34,24,2,1,32,23,72,51,34,24,140,,484.9,54,87,10,2018
Boston - Hale Elementary School,350243,ELA,41,57,7,10,34,47,27,38,4,6,72,,503.6,50.3,46,57,2018
Boston - Hale Elementary School,350243,MATH,36,50,8,11,28,39,32,44,4,6,72,,501,64.1,46,58,2018
Boston - Haley Pilot School,350077,ELA,123,44,17,6,106,38,104,37,55,20,282,,493.9,60.2,231,21,2018
Boston - Haley Pilot School,350077,MATH,72,25,7,2,65,23,135,48,77,27,284,,485.8,48.4,233,11,2018
Boston - Harvard-Kent Elementary School,350200,ELA,98,42,14,6,84,36,123,52,14,6,235,,497.6,52.3,164,34,2018
Boston - Harvard-Kent Elementary School,350200,MATH,111,47,26,11,85,36,95,41,28,12,234,,500,43.2,161,53,2018
Boston - Henderson K-12 Inclusion School Upper,350426,ELA,125,40,6,2,119,38,136,44,50,16,311,,494.8,43.4,227,24,2018
Boston - Henderson K-12 Inclusion School Upper,350426,MATH,134,43,18,6,116,37,136,44,41,13,311,,497.9,51.5,231,45,2018
Boston - Hennigan K-8 School,350153,ELA,96,25,17,4,79,20,191,49,101,26,388,,486.1,53.4,311,7,2018
Boston - Hennigan K-8 School,350153,MATH,70,18,5,1,65,17,213,54,108,28,391,,481.5,50.4,310,6,2018
Boston - Hernandez K-8 School,350691,ELA,59,31,8,4,51,27,103,54,30,16,192,,490.7,54.3,143,14,2018
Boston - Hernandez K-8 School,350691,MATH,59,31,2,1,57,30,108,56,26,13,193,,489.5,62.5,144,18,2018
Boston - Higginson-Lewis K-8 School,350377,ELA,27,10,0,0,27,10,130,49,111,41,268,,477.6,41.5,167,3,2018
Boston - Higginson-Lewis K-8 School,350377,MATH,18,7,0,0,18,7,118,44,132,49,268,,474.3,39.7,167,2,2018
Boston - Holmes Elementary School,350138,ELA,52,37,13,9,39,28,65,46,23,16,140,,494.3,58.2,86,22,2018
Boston - Holmes Elementary School,350138,MATH,40,29,1,1,39,28,67,48,33,24,140,,485.9,51.1,88,12,2018
Boston - Horace Mann School for the Deaf Hard of Hearing,350750,ELA,0,0,0,0,0,0,5,17,25,83,30,,470.9,,6,,2018
Boston - Horace Mann School for the Deaf Hard of Hearing,350750,MATH,0,0,0,0,0,0,6,20,24,80,30,,466.6,,10,2,2018
Boston - Hurley K-8 School,350182,ELA,99,55,14,8,85,47,73,41,8,4,180,,503.4,47,136,56,2018
Boston - Hurley K-8 School,350182,MATH,98,54,12,7,86,48,74,41,8,4,180,,500.8,47.3,136,57,2018
Boston - Irving Middle School,350445,ELA,43,15,4,1,39,13,130,45,116,40,289,,477.2,36.5,262,2,2018
Boston - Irving Middle School,350445,MATH,23,8,3,1,20,7,145,50,120,42,288,,474.6,34,261,3,2018
Boston - Jackson-Mann K-8 School,350013,ELA,100,27,19,5,81,22,163,45,101,28,364,,489.3,51.7,270,11,2018
Boston - Jackson-Mann K-8 School,350013,MATH,108,30,15,4,93,26,154,43,100,28,362,,488.7,46.8,269,16,2018
Boston - Kennedy John F Elementary School,350166,ELA,47,28,2,1,45,27,89,53,33,20,169,,489.1,40.3,99,11,2018
Boston - Kennedy John F Elementary School,350166,MATH,40,24,0,0,40,24,91,54,39,23,170,,484,34.6,98,8,2018
Boston - Kennedy Patrick J Elementary School,350264,ELA,50,35,2,1,48,34,79,55,14,10,143,,492.9,48.4,82,19,2018
Boston - Kennedy Patrick J Elementary School,350264,MATH,41,28,2,1,39,27,78,54,25,17,144,,487.9,42.3,86,14,2018
Boston - Kenny Elementary School,350328,ELA,50,34,5,3,45,31,80,54,17,12,147,,492.1,51.7,91,16,2018
Boston - Kenny Elementary School,350328,MATH,53,35,4,3,49,32,67,44,31,21,151,,490.2,60.2,94,20,2018
Boston - Kilmer K-8 School,350190,ELA,151,57,29,11,122,46,77,29,35,13,263,,503.4,58.5,193,56,2018
Boston - Kilmer K-8 School,350190,MATH,123,47,19,7,104,40,100,38,39,15,262,,498.6,52.7,192,48,2018
Boston - King K-8 School,350376,ELA,43,19,1,0,42,19,121,54,59,26,223,,482.9,45.9,160,5,2018
Boston - King K-8 School,350376,MATH,26,12,0,0,26,12,125,56,72,32,223,,477.5,46.9,160,3,2018
Boston - Lee Academy,350001,ELA,14,27,3,6,11,22,30,59,7,14,51,,491.1,,,14,2018
Boston - Lee Academy,350001,MATH,14,27,0,0,14,27,24,47,13,25,51,,486.6,,,13,2018
Boston - Lee K-8 School,350183,ELA,101,26,26,7,75,19,167,43,124,32,392,,493,54.4,265,19,2018
Boston - Lee K-8 School,350183,MATH,57,15,5,1,52,13,166,42,169,43,392,,482.5,44.7,266,7,2018
Boston - Lyndon K-8 School,350262,ELA,155,51,44,15,111,37,96,32,50,17,301,,499.3,54.5,238,40,2018
Boston - Lyndon K-8 School,350262,MATH,124,41,14,5,110,37,124,41,52,17,300,,492.8,55.1,237,27,2018
Boston - Lyon K-8 School,350004,ELA,43,48,8,9,35,39,43,48,3,3,89,,502.8,51.2,72,53,2018
Boston - Lyon K-8 School,350004,MATH,46,52,4,4,42,47,40,45,3,3,89,,502.4,53.4,72,63,2018
Boston - Manning Elementary School,350184,ELA,46,66,7,10,39,56,19,27,5,7,70,,505.3,67.2,45,65,2018
Boston - Manning Elementary School,350184,MATH,41,59,7,10,34,49,20,29,9,13,70,,500.4,71,45,55,2018
Boston - Mario Umana Academy,350656,ELA,148,21,15,2,133,19,325,46,236,33,709,,482.6,48.7,559,5,2018
Boston - Mario Umana Academy,350656,MATH,113,16,9,1,104,15,340,48,256,36,709,,479.3,37.7,559,4,2018
Boston - Mason Elementary School,350304,ELA,34,34,4,4,30,30,54,54,12,12,100,,492.5,49.2,63,18,2018
Boston - Mason Elementary School,350304,MATH,25,25,0,0,25,25,56,56,19,19,100,,488.4,42.6,63,15,2018
Boston - Mather Elementary School,350227,ELA,87,33,10,4,77,29,124,47,51,19,262,,490.7,49.6,156,14,2018
Boston - Mather Elementary School,350227,MATH,81,31,7,3,74,28,130,50,51,19,262,,488.3,46.5,155,15,2018
Boston - McCormack Middle School,350179,ELA,36,11,0,0,36,11,144,44,144,44,324,,474.7,43.3,285,2,2018
Boston - McCormack Middle School,350179,MATH,63,20,3,1,60,19,160,50,97,30,320,,480.8,49.2,283,6,2018
Boston - McKay K-8 School,350080,ELA,178,35,8,2,170,34,249,49,77,15,504,,492.3,58.2,380,17,2018
Boston - McKay K-8 School,350080,MATH,134,27,4,1,130,26,284,56,86,17,504,,488.7,44.1,379,16,2018
Boston - McKinley Schools,350363,ELA,5,5,0,0,5,5,29,28,70,67,104,,466.5,37.3,62,1,2018
Boston - McKinley Schools,350363,MATH,2,2,0,0,2,2,30,30,67,68,99,,463.6,34.3,62,1,2018
Boston - Mendell Elementary School,350100,ELA,61,54,28,25,33,29,42,38,9,8,112,,508.7,52.9,66,77,2018
Boston - Mendell Elementary School,350100,MATH,52,46,12,11,40,36,38,34,22,20,112,,496.4,43.7,66,39,2018
Boston - Mildred Avenue K-8 School,350378,ELA,65,19,4,1,61,18,131,39,140,42,336,,481.1,49.6,234,4,2018
Boston - Mildred Avenue K-8 School,350378,MATH,66,20,4,1,62,19,155,47,111,33,332,,484.4,54.1,231,9,2018
Boston - Mission Hill K-8 School,350382,ELA,30,24,5,4,25,20,48,39,46,37,124,,484.1,35.7,94,6,2018
Boston - Mission Hill K-8 School,350382,MATH,19,16,2,2,17,14,44,36,59,48,122,,474.6,36,94,3,2018
Boston - Mozart Elementary School,350237,ELA,35,48,4,5,31,42,28,38,10,14,73,,499.5,44.5,39,41,2018
Boston - Mozart Elementary School,350237,MATH,23,32,2,3,21,29,33,45,17,23,73,,492.4,39.7,39,26,2018
Boston - Murphy K-8 School,350240,ELA,328,49,72,11,256,38,227,34,110,17,665,,499.2,54.9,528,39,2018
Boston - Murphy K-8 School,350240,MATH,324,49,34,5,290,44,234,35,108,16,666,,497,45.3,528,42,2018
Boston - New Mission High School,350542,ELA,8,12,0,0,8,12,43,65,15,23,66,,481.7,37.1,62,4,2018
Boston - New Mission High School,350542,MATH,16,24,0,0,16,24,41,62,9,14,66,,485,46.2,62,10,2018
Boston - O'Bryant School of Math & Science,350575,ELA,258,77,24,7,234,69,78,23,1,0,337,,510.4,55.5,321,83,2018
Boston - O'Bryant School of Math & Science,350575,MATH,290,86,30,9,260,77,47,14,0,0,337,,513.5,62.5,321,94,2018
Boston - O'Donnell Elementary School,350141,ELA,27,26,1,1,26,25,66,65,9,9,102,,489.1,60.7,54,11,2018
Boston - O'Donnell Elementary School,350141,MATH,27,25,2,2,25,24,64,60,15,14,106,,487.9,61.8,55,14,2018
Boston - Ohrenberger School,350258,ELA,255,42,43,7,212,35,254,42,96,16,605,,494.9,52.7,447,25,2018
Boston - Ohrenberger School,350258,MATH,246,41,39,6,207,34,278,46,80,13,604,,495,55.1,447,34,2018
Boston - Orchard Gardens K-8 School,350257,ELA,84,16,4,1,80,15,239,46,198,38,521,,479.7,49.6,387,4,2018
Boston - Orchard Gardens K-8 School,350257,MATH,65,13,2,0,63,12,245,47,210,40,520,,476.6,41.5,387,3,2018
Boston - Otis Elementary School,350156,ELA,56,36,3,2,53,34,74,48,25,16,155,,491.7,45.9,91,16,2018
Boston - Otis Elementary School,350156,MATH,73,47,6,4,67,44,64,42,17,11,154,,496.5,66,89,40,2018
Boston - Perkins Elementary School,350231,ELA,38,36,1,1,37,35,59,56,9,8,106,,491.5,40.1,83,15,2018
Boston - Perkins Elementary School,350231,MATH,38,36,2,2,36,34,55,52,13,12,106,,493.5,51.2,83,29,2018
Boston - Perry K-8 School,350255,ELA,37,33,5,4,32,29,46,41,29,26,112,,492.3,45.9,73,17,2018
Boston - Perry K-8 School,350255,MATH,51,46,5,4,46,41,44,39,17,15,112,,499.7,60.9,73,52,2018
Boston - Philbrick Elementary School,350172,ELA,32,38,6,7,26,31,42,49,11,13,85,,495.8,33.9,38,28,2018
Boston - Philbrick Elementary School,350172,MATH,20,24,2,2,18,21,51,60,14,16,85,,487.3,37.4,37,13,2018
Boston - Quincy Elementary School,350286,ELA,182,48,27,7,155,41,163,43,37,10,382,,500.3,50.3,252,43,2018
Boston - Quincy Elementary School,350286,MATH,205,54,28,7,177,46,130,34,47,12,382,,500.6,48.9,252,56,2018
Boston - Quincy Upper School,350565,ELA,78,29,13,5,65,24,134,50,56,21,268,,489.9,40.9,261,12,2018
Boston - Quincy Upper School,350565,MATH,86,32,3,1,83,31,136,51,46,17,268,,490.3,32,260,20,2018
Boston - Roosevelt K-8 School,350116,ELA,89,35,9,4,80,31,127,50,39,15,255,,492.1,44.4,195,16,2018
Boston - Roosevelt K-8 School,350116,MATH,81,31,8,3,73,28,141,54,39,15,261,,490.7,55.2,199,21,2018
Boston - Russell Elementary School,350366,ELA,59,38,4,3,55,35,79,51,17,11,155,,494.4,56.4,98,23,2018
Boston - Russell Elementary School,350366,MATH,43,28,5,3,38,25,89,57,23,15,155,,489.4,42.5,98,18,2018
Boston - Shaw Elementary School,350014,ELA,17,27,2,3,15,24,41,65,5,8,63,,493.7,,,21,2018
Boston - Shaw Elementary School,350014,MATH,14,22,0,0,14,22,38,60,11,17,63,,486.5,,,12,2018
Boston - Sumner Elementary School,350052,ELA,93,41,19,8,74,32,111,49,24,11,228,,495.9,50.7,141,28,2018
Boston - Sumner Elementary School,350052,MATH,68,30,12,5,56,25,114,50,46,20,228,,489.9,55.9,142,19,2018
Boston - Taylor Elementary School,350054,ELA,55,23,1,0,54,23,125,53,57,24,237,,486.2,43.9,123,7,2018
Boston - Taylor Elementary School,350054,MATH,58,24,2,1,56,23,112,47,70,29,240,,484.8,53.9,122,10,2018
Boston - TechBoston Academy,350657,ELA,75,26,3,1,72,25,125,43,91,31,291,,482.6,49.1,254,5,2018
Boston - TechBoston Academy,350657,MATH,34,12,1,0,33,11,141,48,116,40,291,,476.5,44,252,3,2018
Boston - Timilty Middle School,350485,ELA,53,18,6,2,47,16,128,44,109,38,290,,479.4,45.6,253,3,2018
Boston - Timilty Middle School,350485,MATH,34,12,4,1,30,10,120,41,136,47,290,,475,33.9,256,3,2018
Boston - Tobin K-8 School,350229,ELA,50,21,3,1,47,20,148,63,37,16,235,,487.6,56,168,9,2018
Boston - Tobin K-8 School,350229,MATH,40,17,5,2,35,15,142,60,53,23,235,,484.3,45.9,168,9,2018
Boston - Trotter K-8 School,350370,ELA,89,34,7,3,82,31,151,57,25,9,265,,494,46.8,194,21,2018
Boston - Trotter K-8 School,350370,MATH,87,33,7,3,80,30,141,53,36,14,264,,491.3,58.6,194,23,2018
Boston - Tynan Elementary School,350181,ELA,24,26,0,0,24,26,41,44,29,31,94,,493,64.3,54,19,2018
Boston - Tynan Elementary School,350181,MATH,24,25,1,1,23,24,36,38,35,37,95,,490.1,68.5,54,20,2018
Boston - UP Academy Holland,350167,ELA,112,32,6,2,106,30,175,49,68,19,355,,492,60.5,200,16,2018
Boston - UP Academy Holland,350167,MATH,121,34,4,1,117,33,147,41,88,25,356,,490.1,66.1,199,20,2018
Boston - Warren-Prescott K-8 School,350346,ELA,183,58,43,14,140,45,103,33,27,9,313,,508,57.6,227,75,2018
Boston - Warren-Prescott K-8 School,350346,MATH,160,51,31,10,129,41,115,37,38,12,313,,502.3,54.1,227,63,2018
Boston - Winship Elementary School,350374,ELA,38,50,2,3,36,47,37,49,1,1,76,,501.4,55.8,47,48,2018
Boston - Winship Elementary School,350374,MATH,28,37,6,8,22,29,39,51,9,12,76,,496.6,61,47,40,2018
Boston - Winthrop Elementary School,350180,ELA,34,25,0,0,34,25,84,62,18,13,136,,488.5,49,84,10,2018
Boston - Winthrop Elementary School,350180,MATH,33,24,3,2,30,22,80,59,23,17,136,,488.7,52.8,87,16,2018
Boston - Young Achievers K-8 School,350380,ELA,74,23,5,2,69,21,179,55,75,23,328,,484.7,45.4,250,6,2018
Boston - Young Achievers K-8 School,350380,MATH,81,25,2,1,79,24,167,51,78,24,326,,484.4,52.3,250,9,2018
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,ELA,169,44,11,3,158,41,178,46,37,10,384,,496.6,53.5,332,32,2018
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,MATH,164,43,13,3,151,39,195,51,24,6,383,,497.7,58.4,330,46,2018
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,ELA,41,25,4,2,37,23,67,42,53,33,161,,483.5,48.8,145,5,2018
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,MATH,15,9,0,0,15,9,95,59,51,32,161,,477.6,45.5,147,3,2018
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,ELA,75,38,13,7,62,31,96,48,28,14,199,,494.3,56.9,160,22,2018
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,MATH,80,41,10,5,70,36,95,48,22,11,197,,494.8,60.6,158,35,2018
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,4810550,ELA,129,32,10,3,119,30,231,58,37,9,397,,493.4,41.1,281,20,2018
