school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Ashland - Ashland Middle,00140405,MATH,         271,64,          54,13,         217,51,         129,31,          22,5,         422,98,     506.4,          66.3,         407,84,2022,ALL,white
Ashland - Ashland Middle,00140405,SCI,          88,62,          12,9,          76,54,          45,32,           8,6,         141,99,     504.0,,,65,2022,ALL,white
Ashland - David Mindess,00140015,ELA,         183,51,           9,2,         174,48,         155,43,          23,6,         361,99,     499.6,          48.3,         223,57,2022,ALL,white
Ashland - David Mindess,00140015,MATH,         177,49,          11,3,         166,46,         151,42,          33,9,         361,99,     498.6,          49.0,         223,56,2022,ALL,white
Ashland - David Mindess,00140015,SCI,          77,59,           7,5,          70,53,          51,39,           3,2,         131,99,     503.8,,,64,2022,ALL,white
Athol-Royalston - Athol Community Elementary School,06150020,ELA,          38,24,           2,1,          36,22,          85,53,          38,24,         161,99,     486.0,          37.2,          81,9,2022,ALL,white
Athol-Royalston - Athol Community Elementary School,06150020,MATH,          53,33,           6,4,          47,30,          64,40,          42,26,         159,98,     487.2,          46.8,          80,16,2022,ALL,white
Athol-Royalston - Athol-Royalston Middle School,06150305,ELA,          67,20,           4,1,          63,19,         165,50,         100,30,         332,96,     482.2,          40.1,         309,5,2022,ALL,white
Athol-Royalston - Athol-Royalston Middle School,06150305,MATH,          65,19,           1,0,          64,19,         200,60,          69,21,         334,97,     484.8,          47.6,         314,12,2022,ALL,white
Athol-Royalston - Athol-Royalston Middle School,06150305,SCI,          54,33,           6,4,          48,29,          84,51,          28,17,         166,93,     491.3,,,16,2022,ALL,white
Athol-Royalston - Royalston Community School,06150050,ELA,          32,47,           3,4,          29,43,          30,44,           6,9,          68,100,     496.7,          49.4,          48,43,2022,ALL,white
Athol-Royalston - Royalston Community School,06150050,MATH,          31,46,           3,4,          28,41,          28,41,           9,13,          68,100,     494.5,          42.8,          48,40,2022,ALL,white
Athol-Royalston - Royalston Community School,06150050,SCI,           8,47,           1,6,           7,41,           8,47,           1,6,          17,100,     500.1,,,47,2022,ALL,white
Atlantis Charter (District) - Atlantis Charter School,04910550,ELA,         179,35,          19,4,         160,32,         246,49,          81,16,         506,100,     491.5,          48.4,         410,23,2022,ALL,white
Atlantis Charter (District) - Atlantis Charter School,04910550,MATH,         126,25,           3,1,         123,24,         292,58,          86,17,         504,100,     487.4,          43.0,         408,17,2022,ALL,white
Atlantis Charter (District) - Atlantis Charter School,04910550,SCI,          63,38,           4,2,          59,35,          70,42,          35,21,         168,99,     490.8,,,16,2022,ALL,white
Attleboro - A. Irvin Studley Elementary School,00160001,ELA,          54,53,           9,9,          45,44,          43,42,           5,5,         102,100,     503.7,          62.5,          52,76,2022,ALL,white
Attleboro - A. Irvin Studley Elementary School,00160001,MATH,          53,52,           4,4,          49,48,          41,40,           8,8,         102,100,     499.6,          52.6,          52,61,2022,ALL,white
Attleboro - Cyril K. Brennan Middle School,00160315,ELA,         141,39,          18,5,         123,34,         159,44,          60,17,         360,99,     493.9,          43.9,         327,31,2022,ALL,white
Attleboro - Cyril K. Brennan Middle School,00160315,MATH,         131,36,           8,2,         123,34,         175,48,          55,15,         361,99,     493.3,          46.1,         327,36,2022,ALL,white
