school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Swansea - Joseph Case Jr High,02920305,MATH,         227,42,          26,5,         201,38,         258,48,          50,9,         535,,     496.6,          41.6,         518,38,2019
Swansea - Joseph Case Jr High,02920305,SCI,          81,51,           9,6,          72,46,          63,40,          14,9,         158,,     499.6,,,48,2019
Swansea - Joseph G Luther,02920020,ELA,         125,62,          22,11,         103,51,          62,31,          14,7,         201,,     506.2,          60.5,         136,65,2019
Swansea - Joseph G Luther,02920020,MATH,          94,47,           8,4,          86,43,          91,45,          16,8,         201,,     497.7,          60.1,         136,42,2019
Swansea - Joseph G Luther,02920020,SCI,          46,70,           5,8,          41,62,          18,27,           2,3,          66,,     507.7,,,78,2019
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,ELA,         245,34,          25,4,         220,31,         355,50,         114,16,         714,,     492.1,          43.0,         406,18,2019
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,MATH,         121,17,           6,1,         115,16,         408,57,         182,26,         711,,     482.6,          32.4,         401,8,2019
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,SCI,          94,30,           9,3,          85,27,         171,54,          51,16,         316,,     490.2,,,24,2019
Tantasqua - Tantasqua Regional Jr High,07700405,ELA,         265,46,          22,4,         243,42,         286,49,          30,5,         581,,     498.7,          40.1,         571,35,2019
Tantasqua - Tantasqua Regional Jr High,07700405,MATH,         346,60,          56,10,         290,50,         214,37,          21,4,         581,,     505.1,          47.1,         571,70,2019
Tantasqua - Tantasqua Regional Jr High,07700405,SCI,         157,54,          24,8,         133,46,         122,42,          10,3,         289,,     503.0,,,61,2019
Taunton - Benjamin Friedman Middle,02930315,ELA,         378,50,          57,8,         321,43,         291,39,          83,11,         752,,     498.7,          50.2,         738,35,2019
Taunton - Benjamin Friedman Middle,02930315,MATH,         282,38,          30,4,         252,34,         368,49,         101,13,         751,,     492.8,          43.0,         733,25,2019
Taunton - Benjamin Friedman Middle,02930315,SCI,         101,40,          10,4,          91,36,         114,45,          38,15,         253,,     493.5,,,30,2019
Taunton - East Taunton Elementary,02930010,ELA,         134,54,          29,12,         105,43,          86,35,          27,11,         247,,     504.8,          53.0,         120,60,2019
Taunton - East Taunton Elementary,02930010,MATH,         132,54,          28,11,         104,42,          79,32,          35,14,         246,,     502.1,          49.1,         119,60,2019
Taunton - Edmund Hatch Bennett,02930007,ELA,          50,45,           6,5,          44,40,          50,45,          10,9,         110,,     497.4,          40.0,          58,31,2019
Taunton - Edmund Hatch Bennett,02930007,MATH,          40,37,           8,7,          32,29,          49,45,          20,18,         109,,     493.9,          47.1,          57,28,2019
Taunton - Elizabeth Pole,02930027,ELA,          85,39,          12,6,          73,34,         104,48,          27,13,         216,,     496.4,          48.2,         110,28,2019
Taunton - Elizabeth Pole,02930027,MATH,          91,42,          14,6,          77,36,          86,40,          39,18,         216,,     493.2,          52.2,         110,27,2019
Taunton - H H Galligan,02930057,ELA,          44,50,           4,5,          40,45,          43,49,           1,1,          88,,     499.6,          37.8,          42,39,2019
Taunton - H H Galligan,02930057,MATH,          46,52,           2,2,          44,50,          38,43,           4,5,          88,,     499.7,          46.1,          42,51,2019
Taunton - Hopewell,02930035,ELA,          57,50,           5,4,          52,46,          55,48,           2,2,         114,,     502.8,          32.5,          56,52,2019
Taunton - Hopewell,02930035,MATH,          64,56,          11,10,          53,46,          45,39,           5,4,         114,,     503.8,          46.8,          56,67,2019
Taunton - James L. Mulcahey Elementary School,02930015,ELA,          45,24,           3,2,          42,23,         114,62,          25,14,         184,,     490.2,          29.5,         110,13,2019
Taunton - James L. Mulcahey Elementary School,02930015,MATH,          40,22,           2,1,          38,21,          94,51,          50,27,         184,,     482.0,          43.6,         111,6,2019
Taunton - John F Parker Middle,02930305,ELA,         120,26,           8,2,         112,24,         225,49,         118,25,         463,,     485.0,          33.5,         449,6,2019
Taunton - John F Parker Middle,02930305,MATH,         161,35,          14,3,         147,32,         214,46,          86,19,         461,,     489.7,          46.4,         448,18,2019
Taunton - John F Parker Middle,02930305,SCI,          46,32,           6,4,          40,28,          70,49,          27,19,         143,,     488.9,,,20,2019
Taunton - Joseph C Chamberlain,02930008,ELA,          92,43,          15,7,          77,36,         101,47,          22,10,         215,,     497.6,          51.2,          98,32,2019
Taunton - Joseph C Chamberlain,02930008,MATH,          94,44,          14,7,          80,37,          92,43,          29,13,         215,,     496.0,          57.8,          98,36,2019
Taunton - Joseph H Martin,02930042,ELA,         207,31,           9,1,         198,30,         333,51,         118,18,         658,,     489.9,          34.7,         632,12,2019
Taunton - Joseph H Martin,02930042,MATH,         176,27,           8,1,         168,26,         370,56,         112,17,         658,,     487.9,          37.0,         632,14,2019
Taunton - Joseph H Martin,02930042,SCI,          75,34,           6,3,          69,31,         105,47,          42,19,         222,,     491.0,,,24,2019
Taunton - Taunton High,02930505,ELA,         200,34,          14,2,         186,31,         274,46,         121,20,         595,,     489.3,          33.4,         573,11,2019
Taunton - Taunton High,02930505,MATH,         175,29,          13,2,         162,27,         330,55,          90,15,         595,,     490.3,          43.1,         571,19,2019
Taunton - Taunton High,02930505,SCI,         226,38,          18,3,         208,35,         294,49,          75,13,         595,,     493.2,,,29,2019
Tewksbury - John F. Ryan,02950023,ELA,         295,58,          58,11,         237,47,         176,35,          37,7,         508,,     503.5,          47.3,         499,55,2019
Tewksbury - John F. Ryan,02950023,MATH,         276,54,          32,6,         244,48,         203,40,          28,6,         507,,     501.1,          47.3,         498,56,2019
Tewksbury - John F. Ryan,02950023,SCI,         154,60,          26,10,         128,50,          85,33,          16,6,         255,,     503.5,,,63,2019
Tewksbury - John W. Wynn Middle,02950305,ELA,         352,65,          85,16,         267,49,         160,29,          31,6,         543,,     508.0,          67.5,         532,72,2019
Tewksbury - John W. Wynn Middle,02950305,MATH,         283,52,          46,8,         237,44,         219,40,          41,8,         543,,     501.3,          59.9,         532,56,2019
Tewksbury - John W. Wynn Middle,02950305,SCI,         128,47,          18,7,         110,41,         116,43,          26,10,         270,,     498.7,,,44,2019
Tewksbury - Louise Davy Trahan,02950025,ELA,         142,70,          29,14,         113,56,          59,29,           2,1,         203,,     510.5,          39.5,         104,80,2019
Tewksbury - Louise Davy Trahan,02950025,MATH,         132,65,          10,5,         122,60,          67,33,           4,2,         203,,     504.8,          39.7,         104,69,2019
Tewksbury - North Street,02950020,ELA,         178,64,          18,6,         160,58,          89,32,          10,4,         277,,     505.1,          57.5,         142,61,2019
