school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Granby - Granby Jr Sr High School,1110505,SCI,          20,43,           1,2,          19,41,          25,54,           1,2,          46,96,496.7,,,53.0,2022
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,ELA,         111,33,           5,1,         106,32,         178,53,          47,14,         336,71,491.2,42.0,         198,41.0,2022
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,MATH,          46,14,           4,1,          42,13,         190,57,          98,29,         334,70,481.3,30.1,         194,19.0,2022
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,SCI,          39,31,           2,2,          37,30,          54,43,          32,26,         125,66,487.7,,,34.0,2022
Greenfield - Discovery School at Four Corners,1140025,ELA,          18,21,           0,0,          18,21,          53,62,          14,16,          85,99,487.6,35.1,          41,26.0,2022
Greenfield - Discovery School at Four Corners,1140025,MATH,          24,28,           0,0,          24,28,          47,55,          14,16,          85,99,487.1,56.0,          42,30.0,2022
Greenfield - Federal Street School,1140010,ELA,          18,22,           0,0,          18,22,          51,61,          14,17,          83,100,487.7,50.9,          36,27.0,2022
Greenfield - Federal Street School,1140010,MATH,          19,23,           2,2,          17,20,          41,49,          23,28,          83,100,482.9,41.4,          36,20.0,2022
Greenfield - Greenfield High,1140505,ELA,          17,18,           0,0,          17,18,          43,44,          37,38,          97,90,478.4,35.7,          61,7.0,2022
Greenfield - Greenfield High,1140505,MATH,          14,15,           2,2,          12,13,          51,53,          31,32,          96,89,479.6,41.2,          62,13.0,2022
Greenfield - Greenfield High,1140505,SCI,          21,20,           2,2,          19,18,          52,50,          30,29,         103,95,482.5,,,19.0,2022
Greenfield - Greenfield Middle,1140305,ELA,          37,13,           0,0,          37,13,         161,56,          88,31,         286,88,480.0,37.2,         202,10.0,2022
Greenfield - Greenfield Middle,1140305,MATH,          22,8,           0,0,          22,8,         142,50,         121,42,         285,88,475.0,33.7,         198,7.0,2022
Greenfield - Greenfield Middle,1140305,SCI,          12,13,           0,0,          12,13,          45,47,          39,41,          96,89,474.9,,,7.0,2022
Greenfield - Newton School,1140035,ELA,           8,12,           0,0,           8,12,          44,64,          17,25,          69,99,482.7,43.0,          31,14.0,2022
Greenfield - Newton School,1140035,MATH,           8,12,           2,3,           6,9,          44,64,          17,25,          69,99,481.6,56.9,          33,17.0,2022
Groton-Dunstable - Florence Roche School,6730010,ELA,         126,57,          16,7,         110,49,          85,38,          12,5,         223,100,501.6,45.6,         101,74.0,2022
Groton-Dunstable - Florence Roche School,6730010,MATH,         129,58,          18,8,         111,50,          72,32,          21,9,         222,100,503.0,53.0,          99,79.0,2022
Groton-Dunstable - Groton Dunstable Regional Middle,6730305,ELA,         419,60,          84,12,         335,48,         245,35,          39,6,         703,99,505.0,51.0,         654,84.0,2022
Groton-Dunstable - Groton Dunstable Regional Middle,6730305,MATH,         391,56,          64,9,         327,47,         268,38,          41,6,         700,98,504.3,47.2,         637,82.0,2022
Groton-Dunstable - Groton Dunstable Regional Middle,6730305,SCI,         237,68,          53,15,         184,53,          93,27,          18,5,         348,98,508.9,,,87.0,2022
Groton-Dunstable - Swallow/Union School,6730005,ELA,          95,75,          17,13,          78,62,          30,24,           1,1,         126,98,511.9,60.1,          60,97.0,2022
Groton-Dunstable - Swallow/Union School,6730005,MATH,         112,88,          24,19,          88,69,          15,12,           1,1,         128,100,518.9,65.1,          60,99.0,2022
Hadley - Hadley Elementary,1170015,ELA,          59,44,           4,3,          55,41,          64,47,          12,9,         135,100,496.7,50.4,          97,58.0,2022
Hadley - Hadley Elementary,1170015,MATH,          70,52,          10,7,          60,44,          54,40,          11,8,         135,100,499.0,66.7,          96,66.0,2022
Hadley - Hadley Elementary,1170015,SCI,          20,61,           4,12,          16,48,          11,33,           2,6,          33,100,506.6,,,82.0,2022
Hadley - Hopkins Academy,1170505,ELA,          34,51,           6,9,          28,42,          27,40,           6,9,          67,97,500.3,49.6,          63,70.0,2022
Hadley - Hopkins Academy,1170505,MATH,          24,36,           1,1,          23,34,          34,51,           9,13,          67,97,490.5,25.4,          64,41.0,2022
Hadley - Hopkins Academy,1170505,SCI,          20,53,           4,11,          16,42,          17,45,           1,3,          38,100,503.1,,,74.0,2022
Halifax - Halifax Elementary,1180005,ELA,         208,58,          31,9,         177,49,         131,36,          22,6,         361,99,502.4,58.6,         257,79.0,2022
Halifax - Halifax Elementary,1180005,MATH,         176,49,          19,5,         157,43,         159,44,          26,7,         361,99,499.3,47.8,         256,69.0,2022
Halifax - Halifax Elementary,1180005,SCI,          70,68,          18,17,          52,50,          23,22,          10,10,         103,97,507.0,,,86.0,2022
Hamilton-Wenham - Bessie Buker Elementary,6750007,ELA,          80,71,          16,14,          64,57,          30,27,           2,2,         112,99,509.9,59.3,          60,94.0,2022
Hamilton-Wenham - Bessie Buker Elementary,6750007,MATH,          74,66,          10,9,          64,57,          32,29,           6,5,         112,99,506.4,55.2,          59,86.0,2022
Hamilton-Wenham - Bessie Buker Elementary,6750007,SCI,          21,70,           4,13,          17,57,           8,27,           1,3,          30,100,512.0,,,92.0,2022
Hamilton-Wenham - Cutler School,6750010,ELA,          69,49,           6,4,          63,45,          64,45,           8,6,         141,99,499.2,45.6,          94,67.0,2022
Hamilton-Wenham - Cutler School,6750010,MATH,          62,44,           2,1,          60,42,          64,45,          16,11,         142,99,494.5,48.3,          94,53.0,2022
Hamilton-Wenham - Cutler School,6750010,SCI,          21,49,           4,9,          17,40,          18,42,           4,9,          43,100,501.4,,,68.0,2022
Hamilton-Wenham - Miles River Middle,6750310,ELA,         257,70,          65,18,         192,52,          96,26,          14,4,         367,98,510.5,56.3,         337,95.0,2022
Hamilton-Wenham - Miles River Middle,6750310,MATH,         228,63,          22,6,         206,57,         120,33,          16,4,         364,97,504.2,49.6,         338,82.0,2022
Hamilton-Wenham - Miles River Middle,6750310,SCI,          85,71,          12,10,          73,61,          30,25,           4,3,         119,93,508.7,,,87.0,2022
Hamilton-Wenham - Winthrop School,6750015,ELA,          74,61,           8,7,          66,55,          42,35,           5,4,         121,100,503.7,50.1,          77,80.0,2022
Hamilton-Wenham - Winthrop School,6750015,MATH,          74,61,           8,7,          66,55,          36,30,          11,9,         121,100,503.0,56.9,          77,79.0,2022
Hamilton-Wenham - Winthrop School,6750015,SCI,          28,65,           6,14,          22,51,          13,30,           2,5,          43,100,507.2,,,84.0,2022
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,ELA,         101,42,          13,5,          88,36,         106,44,          36,15,         243,98,494.8,51.1,         225,49.0,2022
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,MATH,          77,31,           7,3,          70,28,         137,56,          32,13,         246,99,490.7,41.9,         228,41.0,2022
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,SCI,          32,41,           3,4,          29,37,          36,46,          11,14,          79,96,492.9,,,41.0,2022
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,ELA,          99,56,          16,9,          83,47,          57,32,          20,11,         176,96,499.5,58.7,         159,68.0,2022
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,MATH,          61,34,           7,4,          54,30,          78,43,          41,23,         180,99,488.9,36.6,         164,36.0,2022
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,SCI,          29,45,           3,5,          26,41,          17,27,          18,28,          64,96,491.8,,,39.0,2022
Hampden-Wilbraham - Green Meadows Elementary,6800005,ELA,          79,47,          10,6,          69,41,          68,41,          20,12,         167,98,496.7,54.0,         123,58.0,2022
Hampden-Wilbraham - Green Meadows Elementary,6800005,MATH,          64,38,           3,2,          61,37,          84,50,          19,11,         167,98,493.8,54.2,         121,51.0,2022
Hampden-Wilbraham - Green Meadows Elementary,6800005,SCI,          23,40,           2,4,          21,37,          27,47,           7,12,          57,98,497.6,,,56.0,2022
Hampden-Wilbraham - Soule Road,6800030,ELA,         128,41,          15,5,         113,36,         162,52,          21,7,         311,100,496.2,47.9,         281,55.0,2022
Hampden-Wilbraham - Soule Road,6800030,MATH,         127,41,           9,3,         118,38,         154,50,          30,10,         311,99,495.2,44.2,         282,55.0,2022
Hampden-Wilbraham - Soule Road,6800030,SCI,          89,54,          15,9,          74,45,          60,36,          17,10,         166,99,501.6,,,69.0,2022
Hampden-Wilbraham - Stony Hill School,6800050,ELA,          86,60,          18,13,          68,47,          50,35,           8,6,         144,100,505.2,,,85.0,2022
Hampden-Wilbraham - Stony Hill School,6800050,MATH,          75,52,          13,9,          62,43,          52,36,          16,11,         143,100,500.8,,,72.0,2022
Hampden-Wilbraham - Wilbraham Middle,6800310,ELA,         309,55,          47,8,         262,46,         209,37,          48,8,         566,99,501.4,56.3,         526,74.0,2022
Hampden-Wilbraham - Wilbraham Middle,6800310,MATH,         229,41,          13,2,         216,38,         290,52,          44,8,         563,99,496.2,43.9,         522,58.0,2022
